Protocol,Domain,Path,Having_IP,URL_Length,Having_@_symbol,Redirection_//_symbol,Prefix_suffix_separation,Sub_domains,tiny_url,web_traffic,domain_registration_length,dns_record,statistical_report,age_domain,http_tokens,label
http,p080.ezboard.com,/badragonballyaoirpg,0,0,0,0,0,0,0,1,1,1,1,1,0,0
http,www.pureyaoi.org,/,0,0,0,0,0,0,0,1,1,1,1,1,0,0
http,www.gaytoon-japan.com,,0,0,0,0,1,0,0,1,1,1,0,1,0,0
http,www.clubclassic.net,/yaoi.html,0,0,0,0,0,2,0,1,1,1,0,1,0,0
http,www.geocities.com,/apple_toh/index.html,0,0,0,0,0,2,0,0,1,1,0,1,0,0
http,www.gongaga.com,/,0,0,0,0,0,0,0,1,1,1,0,1,0,0
http,www.angelfire.com,/goth/doujinshi_rapture/,0,0,0,0,0,0,0,0,1,1,0,1,0,0
http,geocities.com,/plugplaymanga/,0,0,0,0,0,0,0,0,1,1,0,1,0,0
http,www.kinu-sekigushi.com,/,0,0,0,0,1,0,0,1,1,1,1,1,0,0
http,www.geocities.com,/can_it_be_sin/index_2.html,0,0,0,0,0,2,0,0,1,1,0,1,0,0
http,community.livejournal.com,/jrockyaoi/,0,0,0,0,0,0,0,2,1,1,0,1,0,0
http,arachnoid.reverie-noire.com,/,0,0,0,0,1,0,0,1,1,1,1,1,0,0
http,totchi.tripod.com,/,0,0,0,0,0,0,0,1,1,1,0,1,0,0
http,home.arcor.de,/jrock-yaoi/index2.htm,0,0,0,0,0,2,0,0,1,1,0,1,0,0
http,www.dtwins.co.uk,/jfic/efiction30/index.php,0,0,0,0,0,1,0,2,1,1,0,1,0,0
http,members.tripod.com,/starchan/,0,0,0,0,0,0,0,2,1,1,0,1,0,0
http,www.geocities.com,/hushie_hush/,0,0,0,0,0,0,0,0,1,1,0,1,0,0
http,www.cursedmoons.com,/,0,0,0,0,0,0,0,1,1,1,0,1,0,0
http,www.worldshaking.net,/,0,0,0,0,0,0,0,1,1,1,0,1,0,0
http,www.shoujoai.com,/,0,0,0,0,0,0,0,1,1,1,0,1,0,0
http,www.angelfire.com,/anime2/yurifics/index.html,0,0,0,0,0,2,0,0,1,1,0,1,0,0
http,groups.yahoo.com,/group/lilypetalsandfallendewdrops/,0,2,0,0,0,0,0,0,1,1,0,1,0,0
http,www.privateholes.com,/anime/anime-sex/index6.html,0,2,0,0,0,2,0,2,1,1,0,1,0,0
http,www.privateholes.com,/anime/anime-asia/index6.html,0,2,0,0,0,2,0,2,1,1,0,1,0,0
http,www.anime-hentai-cartoons.com,/,0,0,0,0,1,0,0,1,1,1,1,1,0,0
http,idd00788.eresmas.net,/,0,0,0,0,0,0,0,1,1,1,0,1,0,0
http,www.applicot.com,/,0,0,0,0,0,0,1,1,1,1,0,1,0,0
http,adultcompass.com,/avs/0/1/acw/index.html,0,0,0,0,0,0,0,1,1,1,0,1,0,0
http,www.adult-anime-hentai.com,/,0,0,0,0,1,0,0,1,1,1,1,1,0,0
http,www.emuck.com:3000,/archive/egan.html,0,0,0,0,0,2,0,1,1,1,1,1,0,0
http,danoday.com,/summit.shtml,0,0,0,0,0,0,0,2,1,1,0,1,0,0
http,groups.yahoo.com,/group/voice_actor_appreciation/links/events_and_appearanc_000985383761/,0,1,0,0,0,0,0,0,1,1,0,1,0,0
http,voice-international.com,/,0,0,0,0,1,0,0,1,1,1,0,1,0,0
http,www.livinglegendsltd.com,/,0,0,0,0,0,0,0,1,1,1,0,1,0,0
http,voicechasers.com,/forum/viewforum.php,0,0,0,0,0,0,0,2,1,1,0,1,0,0
http,hollywoodcollectorshow.com,/,0,0,0,0,0,0,0,1,1,1,0,1,0,0
http,www.geocities.com,/hollywood/hills/8944/,0,0,0,0,0,0,0,0,1,1,0,1,0,0
http,asifa.proboards61.com,/index.cgi,0,2,0,0,0,2,0,2,1,1,0,1,0,0
http,groups.yahoo.com,/group/voice_actor_appreciation/cal///group/voice_actor_appreciation/,0,1,0,1,0,0,0,0,1,1,0,1,0,0
http,us.imdb.com,/name/nm0267724/,0,0,0,0,0,0,0,0,1,1,0,1,0,0
http,www.pamelynferdin.com,/,0,0,0,0,0,0,0,2,1,1,0,1,0,0
http,www.pamferdin.com,/,0,0,0,0,0,0,0,1,1,1,0,1,0,0
http,www.monkeydog.com,/,0,0,0,0,0,0,0,1,1,1,0,1,0,0
http,teamknightrider.com,/cast/plato/plato.html,0,0,0,0,0,0,0,1,1,1,1,1,0,0
http,us.imdb.com,/name/nm0281486/,0,0,0,0,0,0,0,0,1,1,0,1,0,0
http,anp.awn.com,/anifest-3.html,0,0,0,0,0,2,0,0,1,1,1,1,0,0
http,www.awn.com,/mag/issue1.7/articles/kowlaskidi1.7.html,0,2,0,0,0,1,0,0,1,1,0,1,0,0
http,www.awn.com,/mag/issue2.7/2.7pages/2.7jacksonjones.html,0,2,0,0,0,1,0,0,1,1,0,1,0,0
http,www.awn.com,/mag/issue1.9/articles/kowlagrinch1.9.html,0,2,0,0,0,1,0,0,1,1,0,1,0,0
http,us.imdb.com,/name/nm0004931/,0,0,0,0,0,0,0,0,1,1,0,1,0,0
http,www.voicechasers.com,/database/showactor.php,0,2,0,0,0,2,0,2,1,1,0,1,0,0
http,www.vortex.com,/av.html,0,0,0,0,0,2,1,2,1,1,0,1,0,0
http,starbulletin.com,/96/07/11/features/story3.html,0,0,0,0,0,0,0,2,1,1,0,1,0,0
http,anp.awn.com,/juneforay.html,0,0,0,0,0,2,0,0,1,1,1,1,0,0
http,www.cerias.purdue.edu,/homes/spaf/yucks/v2/msg00061.html,0,2,0,0,0,1,0,0,1,1,0,1,0,0
http,www.awn.com,/mag/issue5.03/5.03pages/evanierforay.php3,0,2,0,0,0,1,0,0,1,1,0,1,0,0
http,www.awn.com,/mag/issue4.02/4.02pages/foraylittlejohn.php3,0,2,0,0,0,1,0,0,1,1,0,1,0,0
http,archives.seattletimes.nwsource.com,/cgi-bin/texis.cgi/web/vortex/display,0,1,0,0,0,1,0,2,1,1,0,1,0,0
http,www.geocities.com,/enchantedforest/dell/8545/fraley.html,0,2,0,0,0,2,0,0,1,1,0,1,0,0
http,us.imdb.com,/name/nm0289710/,0,0,0,0,0,0,0,0,1,1,0,1,0,0
http,www.voicechasers.com,/database/showactor.php,0,2,0,0,0,2,0,2,1,1,0,1,0,0
http,patfraley.com,/,0,0,0,0,0,0,0,2,1,1,0,1,0,0
http,nerf-herders-anonymous.net,/patfraley.html,0,0,0,0,1,0,0,1,1,1,0,1,0,0
http,www.vasta.org,/professional_index/fraleyp.html,0,0,0,0,0,2,0,2,1,1,0,1,0,0
http,news.toonzone.net,/2000/oct/27/hearing_voices.php,0,2,0,0,0,2,0,1,1,1,0,1,0,0
http,members.tripod.com,/~leemichaelwithers/sfh.htm,0,0,0,0,0,2,0,2,1,1,0,1,0,0
http,www.radiospirits.com,/onradio/meethost_sf.asp,0,0,0,0,0,2,0,2,1,1,0,1,0,0
http,us.imdb.com,/name/nm0292677/,0,0,0,0,0,0,0,0,1,1,0,1,0,0
http,freberg.westnet.com,/,0,0,0,0,0,0,1,2,1,1,0,1,0,0
http,www.aarp.org,/mmaturity/mar_apr00_preview/creators.html,0,2,0,0,0,2,0,0,1,1,0,1,0,0
http,www.cosmik.com,/aa-october99/stan_freberg.html,0,0,0,0,0,2,0,2,1,1,0,1,0,0
http,www.tsimon.com,/freberg.htm,0,0,0,0,0,2,0,1,1,1,0,1,0,0
http,www.firezine.net,/issue6/fz6_07.htm,0,0,0,0,0,2,0,1,1,1,0,1,0,0
http,www.thehutch.com,/rabhutch/freberg.htm,0,0,0,0,0,2,0,1,1,1,0,1,0,0
http,www.povonline.com,/cols/col051.htm,0,0,0,0,0,2,0,1,1,1,0,1,0,0
http,www.povonline.com,/2001/news060901.htm,0,0,0,0,0,2,0,1,1,1,0,1,0,0
http,www.austinchronicle.com,/issues/dispatch/1999-12-10/music_feature3.html,0,1,0,0,0,2,0,0,1,1,0,1,0,0
http,www.dawsbutler.com,/freberg.htm,0,0,0,0,0,2,0,1,1,1,0,1,0,0
http,freberg.westnet.com,/list.html,0,0,0,0,0,2,1,2,1,1,0,1,0,0
http,www.rhino.com,/features/75645p.html,0,0,0,0,0,2,0,2,1,1,0,1,0,0
http,hitcomedy.com,/index.html,0,0,0,0,0,0,0,1,1,1,0,1,0,0
http,www.cyberonic.net,/~atrain/comedy/freberg.htm,0,0,0,0,0,2,0,1,1,1,0,1,0,0
http,www.povonline.com,/cols/col102.htm,0,0,0,0,0,2,0,1,1,1,0,1,0,0
http,freberg.westnet.com,/hear_it.html,0,0,0,0,0,2,1,2,1,1,0,1,0,0
http,www.epinions.com,/musc-album-musc-freberg__stan/tk_~mm032.1.2,0,2,0,0,0,1,0,2,1,1,0,1,0,0
http,citypaper.net,/articles/091699/mus.stan.shtml,0,0,0,0,0,2,0,2,1,1,0,1,0,0
http,www.crispinfreeman.com,/,0,0,0,0,0,0,0,1,1,1,0,1,0,0
http,www.reelradio.com,/gifts/frees.html,0,0,0,0,0,2,0,2,1,1,0,1,0,0
http,www.spookytoms.com,/paul_frees_tribute.html,0,0,0,0,0,2,0,1,1,1,0,1,0,0
http,www.hollowhill.com,/gm/library/frees.htm,0,0,0,0,0,2,0,2,1,1,0,1,0,0
http,www.dvdtalk.com,/dvdsavant/s74frees.html,0,0,0,0,0,2,0,2,1,1,0,1,0,0
http,us.imdb.com,/name/nm0293659/,0,0,0,0,0,0,0,0,1,1,0,1,0,0
http,www.voicechasers.com,/database/showactor.php,0,2,0,0,0,2,0,2,1,1,0,1,0,0
http,bakerstreetdozen.com,/frewernews.html,0,0,0,0,0,0,0,2,1,1,0,1,0,0
http,us.imdb.com,/name/nm0001242/,0,0,0,0,0,0,0,0,1,1,0,1,0,0
http,www.geocities.com,/enchantedforest/dell/8545/va.html,0,2,0,0,0,2,0,0,1,1,0,1,0,0
http,www.angelfire.com,/ut/rtoons/actors.html,0,0,0,0,0,2,0,0,1,1,0,1,0,0
http,www.geocities.com,/hollywood/lot/2636/voiceacting/,0,2,0,0,0,0,0,0,1,1,0,1,0,0
http,www.geocities.com,/philbass_2000/narrators.html,0,0,0,0,0,2,0,0,1,1,0,1,0,0
http,doreen.mkbmemorial.com,/,0,0,0,0,0,0,0,1,1,1,1,1,0,0
http,www.geocities.com,/televisioncity/taping/6785/index.html,0,2,0,0,0,2,0,0,1,1,0,1,0,0
http,www.behindthevoiceactors.com,,0,0,0,0,0,0,0,0,1,1,0,1,0,0
http,www.keyframeonline.com,/kf.php,0,0,0,0,0,2,0,1,1,1,0,1,0,0
http,www.voicechasers.com,/,0,0,0,0,0,0,0,2,1,1,0,1,0,0
http,us.imdb.com,/name/nm0304000/,0,0,0,0,0,0,0,0,1,1,0,1,0,0
http,www.taoslandandfilm.com,/bradentnwkly.html,0,0,0,0,0,2,0,1,1,1,0,1,0,0
http,us.imdb.com,/name/nm0004951/,0,0,0,0,0,0,0,0,1,1,0,1,0,0
http,kathygarver.com,/,0,0,0,0,0,0,0,1,1,1,0,1,0,0
http,us.imdb.com,/name/nm0308744/,0,0,0,0,0,0,0,0,1,1,0,1,0,0
http,www.dickgautier.com,/,0,0,0,0,0,0,0,1,1,1,0,1,0,0
http,www.dangilvezan.com,/,0,0,0,0,0,0,0,1,1,1,0,1,0,0
http,us.imdb.com,/name/nm0319737/,0,0,0,0,0,0,0,0,1,1,0,1,0,0
http,us.imdb.com,/name/nm0330015/,0,0,0,0,0,0,0,0,1,1,0,1,0,0
http,www.tv-now.com,/stars/gotfried.html,0,0,0,0,1,2,0,1,1,1,0,1,0,0
http,www.cdaccess.com,/html/pc/midmovie.htm,0,0,0,0,0,2,0,1,1,1,0,1,0,0
http,genetic_mishap.tripod.com,/landofthreenamedpeople/,0,2,0,0,0,0,0,1,1,1,0,1,0,0
http,www.angelfire.com,/celeb/starzbios/gottfried_g.html,0,2,0,0,0,2,0,0,1,1,0,1,0,0
http,us.imdb.com,/name/nm0331906/,0,0,0,0,0,0,0,0,1,1,0,1,0,0
http,www-tech.mit.edu,/v110/n37/gilber.37a.html,0,0,0,0,1,1,0,0,1,1,0,1,0,0
http,www-tech.mit.edu,/v110/n38/lsc.38a.html,0,0,0,0,1,1,0,0,1,1,0,1,0,0
http,www.octopusmediaink.com,/gilbertgottfried.html,0,0,0,0,0,2,0,1,1,1,0,1,0,0
http,citypaper.net,/articles/022996/article001.shtml,0,0,0,0,0,0,0,2,1,1,0,1,0,0
http,jam.canoe.ca,/movies/artists/g/gottfried_gilbert/1997/02/21/758674.html,0,1,0,0,0,2,0,2,1,1,1,1,0,0
http,www.voicechasers.com,/database/showactor.php,0,2,0,0,0,2,0,2,1,1,0,1,0,0
http,www.kylehebert.com,/,0,0,0,0,0,0,1,1,1,1,0,1,0,0
http,www.post-gazette.com,/magazine/19990223voicetalent1.asp,0,2,0,0,1,2,0,0,1,1,0,1,0,0
http,www.serkworks.com,/roommates/index.htm,0,0,0,0,0,2,0,2,1,1,0,1,0,0
http,www.armory.com,/~keeper/jesshirt.html,0,0,0,0,0,2,0,2,1,1,0,1,0,0
http,www.voicechasers.com,/database/showactor.php,0,2,0,0,0,2,0,2,1,1,0,1,0,0
http,docharris.com,/,0,0,0,0,0,0,0,1,1,1,0,1,0,0
http,www.lushmedia.co.uk,/,0,0,0,0,0,2,0,1,1,1,0,1,0,0
http,www.dav-productions.com,/,0,0,0,0,1,0,0,1,1,1,1,1,0,0
http,www.ccvideo.net,/,0,0,0,0,0,0,0,1,1,1,0,1,0,0
http,www.blueyed.com,/,0,0,0,0,0,0,0,2,1,1,0,1,0,0
http,www.koalatv.com,/,0,0,0,0,0,0,0,1,1,1,0,1,0,0
http,www.goaggressive.com,/,0,0,0,0,0,0,0,1,1,1,0,1,0,0
http,www.emblemma.com,/,0,0,0,0,0,0,0,1,1,1,0,1,0,0
http,www.killingtimeproductions.com,/,0,0,0,0,0,0,0,1,1,1,0,1,0,0
http,www.rollingrproductions.com,/,0,0,0,0,0,0,0,1,1,1,0,1,0,0
http,www.boutwellstudios.com,,0,0,0,0,0,0,0,1,1,1,0,1,0,0
http,www.blindruckus.com,,0,0,0,0,0,0,0,1,1,1,1,1,0,0
http,www.roadrecords.com,/clientlist.html,0,0,0,0,0,2,0,1,1,1,1,1,0,0
http,www.coupestudios.com,,0,0,0,0,0,0,0,1,1,1,0,1,0,0
http,www.kellogg-rice.com,,0,0,0,0,1,0,0,1,1,1,0,1,0,0
http,www.sarley.com,,0,0,0,0,0,0,0,1,1,1,0,1,0,0
http,www.deadlyproductions.com,,0,0,0,0,0,0,0,1,1,1,0,1,0,0
http,www.rickaudio.com,,0,0,0,0,0,0,0,1,1,1,0,1,0,0
http,www.fmsystems.net,,0,0,0,0,0,0,0,2,1,1,0,1,0,0
http,www.gamebeatinc.com,/,0,0,0,0,0,0,0,1,1,1,0,1,0,0
http,members.tripod.com,/kcepap/,0,0,0,0,0,0,0,2,1,1,0,1,0,0
http,www.loftinpro.com,,0,0,0,0,0,0,0,2,1,1,0,1,0,0
http,www.noisefloor.com,,0,0,0,0,0,0,0,1,1,1,0,1,0,0
http,www.wavegroup.com,,0,0,0,0,0,0,0,2,1,1,0,1,0,0
http,www.audiolinks.com,/,0,0,0,0,0,0,0,2,1,1,0,1,0,0
http,business.fortunecity.com,/tisch/809/gold.htm,0,0,0,0,0,2,0,2,1,1,0,1,0,0
http,www.harkproductions.com,/audio.html,0,0,0,0,0,2,0,1,1,1,0,1,0,0
http,www.loree-nelson.com,,0,0,0,0,1,0,0,1,1,1,0,1,0,0
http,www.thilldesign.com,,0,0,0,0,0,0,0,1,1,1,0,1,0,0
http,www.cgdesign.com,,0,0,0,0,0,0,0,1,1,1,0,1,0,0
http,www.moonaluna.net,,0,0,0,0,0,0,0,1,1,1,0,1,0,0
http,www.rjbstudio.com,,0,0,0,0,0,0,0,1,1,1,0,1,0,0
http,www.folioinc.com,,0,0,0,0,0,0,0,1,1,1,0,1,0,0
http,www.colorpagesinc.com,,0,0,0,0,0,0,0,1,1,1,0,1,0,0
http,www.svengoody.com,,0,0,0,0,0,0,0,1,1,1,1,1,0,0
http,www.doclivingston.com,,0,0,0,0,0,0,0,1,1,1,0,1,0,0
http,www.broadsideinteractive.com,/,0,0,0,0,0,0,0,1,1,1,0,1,0,0
http,www.celticharper.com,/wolfhawk.html,0,0,0,0,0,2,0,1,1,1,0,1,0,0
http,www.copelandesign.com,,0,0,0,0,0,0,0,1,1,1,0,1,0,0
http,www.gilmourcreative.com,,0,0,0,0,0,0,0,1,1,1,0,1,0,0
http,www.twentyfirst.co.uk,,0,0,0,0,0,2,1,1,1,1,0,1,0,0
http,www.blacktide.com,,0,0,0,0,0,0,0,1,1,1,0,1,0,0
http,www.magusgraphics.com,,0,0,0,0,0,0,0,1,1,1,1,1,0,0
http,www.geocities.com,/svendesign/,0,0,0,0,0,0,0,0,1,1,0,1,0,0
http,www.graphicsillustrated.com,,0,0,0,0,0,0,0,1,1,1,0,1,0,0
http,sullivancreative.com,,0,0,0,0,0,0,0,2,1,1,0,1,0,0
http,www.thincgrafx.com,/,0,0,0,0,0,0,1,1,1,1,1,1,0,0
http,www.rappyco.com,,0,0,0,0,0,0,0,2,1,1,0,1,0,0
http,www.vcpresentations.com,/,0,0,0,0,0,0,0,1,1,1,0,1,0,0
http,www.philipperaimbault.com,,0,0,0,0,0,0,1,1,1,1,0,1,0,0
http,www.jandjgraphics.com,,0,0,0,0,0,0,0,1,1,1,0,1,0,0
http,www.transmediaproject.com,/,0,0,0,0,0,0,1,1,1,1,0,1,0,0
http,www.informationexperts.com,/,0,0,0,0,0,0,0,2,1,1,0,1,0,0
http,www.pluribusmedia.com,/,0,0,0,0,0,0,0,2,1,1,0,1,0,0
http,www.adaptivedesign.com,,0,0,0,0,0,0,0,1,1,1,0,1,0,0
http,www.logodesignonline.com,,0,0,0,0,0,0,0,1,1,1,0,1,0,0
http,www.pentagonstudios.com,,0,0,0,0,0,0,0,1,1,1,0,1,0,0
http,www.cre8tivproductions.com,,0,0,0,0,0,0,0,1,1,1,1,1,0,0
http,www.stevensonsharpe.co.uk,,0,0,0,0,0,2,0,1,1,1,1,1,0,0
http,millercreative.com,,0,0,0,0,0,0,0,1,1,1,0,1,0,0
http,www.e-nimation.com,/,0,0,0,0,1,0,0,1,1,1,0,1,0,0
http,www.springdesigngroup.com,,0,0,0,0,0,0,0,1,1,1,0,1,0,0
http,www.newsdesign.com.hk,,0,0,0,0,0,2,0,1,1,1,1,1,0,0
http,www.ronelmm.com,,0,0,0,0,0,0,0,1,1,1,0,1,0,0
http,www.themakers.com,,0,0,0,0,0,0,0,1,1,1,0,1,0,0
http,www.mochamedia.com,,0,0,0,0,0,0,0,1,1,1,0,1,0,0
http,www.maksimedia.com,,0,0,0,0,0,0,0,1,1,1,0,1,0,0
http,www.lughstudio.com,,0,0,0,0,0,0,0,2,1,1,0,1,0,0
http,www.osprey.com,,0,0,0,0,0,0,0,0,1,1,0,1,0,0
http,www.somme.no,/,0,0,0,0,0,0,0,1,1,1,0,1,0,0
http,www.impactgroup.com,,0,0,0,0,0,0,0,1,1,1,0,1,0,0
http,paulmaple.co.uk,/media/,0,0,0,0,0,0,0,1,1,1,0,1,0,0
http,www.pennvid.com,,0,0,0,0,0,0,0,1,1,1,0,1,0,0
http,www.cell-media.com,/,0,0,0,0,1,0,0,1,1,1,0,1,0,0
http,www.concisegroup.com,/,0,0,0,0,0,0,0,2,1,1,0,1,0,0
http,www.picturevideo.com,,0,0,0,0,0,0,0,1,1,1,0,1,0,0
http,www.accelvideo.com,,0,0,0,0,0,0,0,1,1,1,0,1,0,0
http,www.altana.com.ar,,0,0,0,0,0,2,0,1,1,1,0,1,0,0
http,www.allvid.com,/,0,0,0,0,0,0,0,1,1,1,0,1,0,0
http,www.babadigital.com,,0,0,0,0,0,0,0,1,1,1,0,1,0,0
http,www.mcdougalldigital.com,,0,0,0,0,0,0,0,1,1,1,1,1,0,0
http,www.imacron.com,/,0,0,0,0,0,0,0,1,1,1,0,1,0,0
http,www.reelized.com,/,0,0,0,0,0,0,0,1,1,1,0,1,0,0
http,www.vandongenav.nl,,0,0,0,0,0,0,0,1,1,1,0,1,0,0
http,www.rubiconproductions.com,,0,0,0,0,0,0,0,1,1,1,0,1,0,0
http,www.visionsoundcomm.com,,0,0,0,0,0,0,0,1,1,1,1,1,0,0
http,www.avrs.net,/,0,0,0,0,0,0,0,1,1,1,0,1,0,0
http,www.vldigital.com,,0,0,0,0,0,0,0,1,1,1,0,1,0,0
http,www.videomagicpro.net,/,0,0,0,0,0,0,0,1,1,1,0,1,0,0
http,www.swerdlow.co.uk,/,0,0,0,0,0,2,0,1,1,1,0,1,0,0
http,www.sierrabreeze.com,,0,0,0,0,0,0,0,1,1,1,0,1,0,0
